City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
346,chernyshevskiy,63.0128,112.4714,13.86,89,100,1.27,RU,2023-06-22
347,eureka,40.8021,-124.1637,14.55,87,100,0.45,US,2023-06-22
348,grand falls-windsor,48.9332,-55.6649,16.95,69,89,3.21,CA,2023-06-22
349,atwater,37.3477,-120.6091,23.01,45,0,6.17,US,2023-06-22
350,sao joao da barra,-21.6403,-41.0511,20.11,75,0,6.4,BR,2023-06-22
351,alexandria,31.2156,29.9553,21.3,80,0,2.75,EG,2023-06-22
352,greenville,35.6127,-77.3663,24.09,94,100,3.09,US,2023-06-22
353,malvan,16.0667,73.4667,28.35,79,57,4.05,IN,2023-06-22
354,guiuan,11.0333,125.7247,28.4,76,92,2.71,PH,2023-06-22
355,saudarkrokur,65.7461,-19.6394,11.26,87,100,3.25,IS,2023-06-22
356,nsanje,-16.92,35.262,17.26,98,4,1.45,MW,2023-06-22
357,porbandar,21.6422,69.6093,29.19,74,99,5.77,IN,2023-06-22
358,new norfolk,-42.7826,147.0587,11.72,88,100,0.89,AU,2023-06-22
359,serowe,-22.3833,26.7167,10.7,96,24,4.9,BW,2023-06-22
360,durban,-29.8579,31.0292,9.51,70,2,2.06,ZA,2023-06-22
361,chatan,26.3094,127.7703,30.1,81,75,5.66,JP,2023-06-22
362,taro,-8.3862,115.28,24.0,44,6,1.65,ID,2023-06-22
363,borogontsy,62.6683,131.1683,23.85,49,91,1.73,RU,2023-06-22
364,hastings,50.8552,0.5729,16.96,48,20,1.23,GB,2023-06-22
365,kabompo,-13.5927,24.2008,8.13,51,0,2.0,ZM,2023-06-22
366,bubaque,11.2833,-15.8333,27.05,83,92,5.93,GW,2023-06-22
367,pasuquin,18.3328,120.6177,30.97,74,20,2.57,PH,2023-06-22
368,viedma,-40.8135,-62.9967,13.01,77,100,8.96,AR,2023-06-22
369,kuzovatovo,53.5468,47.6866,11.09,67,91,2.13,RU,2023-06-22
370,williamsburg,37.2707,-76.7075,23.86,88,75,3.6,US,2023-06-22
371,istgah-e rah ahan-e garmsar,35.2346,52.3094,28.23,31,0,2.43,IR,2023-06-22
372,saldanha,-33.0117,17.9442,12.03,90,0,9.31,ZA,2023-06-22
373,bandar-e anzali,37.4727,49.4622,22.06,56,7,1.71,IR,2023-06-22
374,turuntayevo,52.2,107.6167,22.05,89,100,2.69,RU,2023-06-22
375,nueve de julio,-35.4444,-60.8831,7.76,96,100,0.89,AR,2023-06-22
376,loudun,47.0079,0.083,17.8,87,69,1.96,FR,2023-06-22
377,khandyga,62.6667,135.6,27.55,45,83,0.86,RU,2023-06-22
378,araguari,-18.6472,-48.1872,17.16,57,42,2.11,BR,2023-06-22
379,bodaybo,57.8506,114.1933,27.64,41,92,1.44,RU,2023-06-22
380,acapulco de juarez,16.8634,-99.8901,29.9,70,75,3.6,MX,2023-06-22
381,kharp,66.8014,65.8081,6.6,59,53,4.15,RU,2023-06-22
382,tarfaya,27.9358,-12.9218,21.84,80,33,6.9,MA,2023-06-22
383,chonchi,-42.6128,-73.8092,8.56,93,4,1.73,CL,2023-06-22
384,la passe,45.5549,-0.8967,17.77,87,11,2.3,FR,2023-06-22
385,howrah,22.5892,88.3103,30.0,89,75,2.06,IN,2023-06-22
386,dudinka,69.4058,86.1778,9.9,68,97,4.78,RU,2023-06-22
387,arenapolis,-14.4503,-56.8461,21.01,52,65,1.75,BR,2023-06-22
388,san antonio de pale,-1.4014,5.6325,22.93,78,34,5.49,GQ,2023-06-22
389,dawei,14.0833,98.2,28.92,74,100,0.78,MM,2023-06-22
390,kapuskasing,49.4169,-82.4331,25.05,50,0,3.09,CA,2023-06-22
391,avanigadda,16.0215,80.9181,29.45,70,100,3.83,IN,2023-06-22
392,saint-joseph,-21.3667,55.6167,19.21,74,40,4.34,RE,2023-06-22
393,al khafji,28.4391,48.4913,32.1,33,0,5.06,SA,2023-06-22
394,i-n-salah,27.1935,2.4607,32.3,11,0,4.63,DZ,2023-06-22
395,barika,35.389,5.3658,27.52,27,0,1.31,DZ,2023-06-22
396,hilo,19.7297,-155.09,27.93,72,40,5.14,US,2023-06-22
397,san juan bautista,-14.0108,-75.7358,17.95,77,0,0.81,PE,2023-06-22
398,al jawf,29.5,38.75,24.8,35,0,5.71,SA,2023-06-22
399,broome,42.2506,-75.833,22.21,81,100,2.06,US,2023-06-22
400,harstad,68.799,16.5293,12.56,100,100,1.79,NO,2023-06-22
401,porto da folha,-9.9172,-37.2783,21.94,87,97,2.9,BR,2023-06-22
402,kuchinda,21.7333,84.35,29.21,70,100,2.99,IN,2023-06-22
403,greymouth,-42.4667,171.2,16.84,65,55,2.04,NZ,2023-06-22
404,yongchuan,29.3514,105.8947,24.69,81,100,1.24,CN,2023-06-22
405,pandan,14.0453,124.1694,30.92,64,70,2.36,PH,2023-06-22
406,hobyo,5.3505,48.5268,24.75,81,71,8.59,SO,2023-06-22
407,gaiman,-43.2897,-65.4929,14.42,44,100,7.5,AR,2023-06-22
408,kashmor,28.4333,69.5833,33.09,49,7,5.09,PK,2023-06-22
409,tshabong,-26.05,22.45,11.24,20,0,4.84,BW,2023-06-22
410,nova sintra,14.8667,-24.7167,20.9,84,0,7.88,CV,2023-06-22
411,lianjiang,21.6467,110.2817,31.73,65,97,3.23,CN,2023-06-22
412,nyala,12.05,24.8833,26.25,59,100,3.13,SD,2023-06-22
413,palmer,42.1584,-72.3287,20.78,71,75,2.57,US,2023-06-22
414,churapcha,62.0025,132.4325,24.06,47,94,1.39,RU,2023-06-22
415,tazacorte,28.629,-17.9293,22.54,86,100,4.12,ES,2023-06-22
416,kapa'a,22.0752,-159.319,30.18,75,75,7.72,US,2023-06-22
417,chancay,-11.5714,-77.2672,19.24,84,53,3.78,PE,2023-06-22
418,peshkopi,41.685,20.4289,19.88,70,0,1.57,AL,2023-06-22
419,marang,5.2056,103.2059,32.16,64,48,0.89,MY,2023-06-22
420,iacu,-12.7672,-40.2117,17.43,81,0,1.23,BR,2023-06-22
421,saynshand,44.8824,110.1163,34.09,14,65,6.36,MN,2023-06-22
422,yorkton,51.2167,-102.4677,20.91,46,0,2.06,CA,2023-06-22
423,senj,44.9894,14.9058,25.93,56,91,0.03,HR,2023-06-22
424,akjoujt,19.6969,-14.4164,35.29,17,34,11.63,MR,2023-06-22
425,chilliwack,49.1747,-121.9443,23.63,70,17,2.06,CA,2023-06-22
426,taltal,-25.4,-70.4833,16.52,76,12,2.24,CL,2023-06-22
427,saurimo,-9.6608,20.3916,12.15,28,0,2.79,AO,2023-06-22
428,quelimane,-17.8786,36.8883,20.97,100,0,1.54,MZ,2023-06-22
429,yuxia,34.0615,108.6291,29.34,44,5,2.06,CN,2023-06-22
430,port douglas,-16.4833,145.4667,24.85,62,88,3.65,AU,2023-06-22
431,llorente,11.4119,125.5458,29.28,71,88,2.35,PH,2023-06-22
432,sao gabriel da cachoeira,-0.1303,-67.0892,22.53,99,100,0.23,BR,2023-06-22
433,leh,34.1667,77.5833,16.53,19,0,0.9,IN,2023-06-22
434,noshiro,40.2039,140.0242,19.46,97,100,2.45,JP,2023-06-22
435,mukalla,14.5425,49.1242,29.05,82,14,1.58,YE,2023-06-22
436,bucerias,20.75,-105.3333,26.15,80,9,1.21,MX,2023-06-22
437,berdigestyakh,62.0989,126.6992,19.47,49,81,3.22,RU,2023-06-22
438,nishinoomote,30.7333,131.0,26.31,73,75,5.66,JP,2023-06-22
439,corn island,12.1694,-83.0418,28.4,81,100,5.0,NI,2023-06-22
440,morehead city,34.7229,-76.726,26.02,92,75,4.12,US,2023-06-22
441,fort mcmurray,56.7268,-111.381,18.77,59,100,2.57,CA,2023-06-22
442,tufesti,45.05,27.8167,18.77,72,0,2.36,RO,2023-06-22
443,sinabang,2.4803,96.3801,29.01,70,93,3.34,ID,2023-06-22
444,rembangan,-6.7036,111.3416,29.33,62,10,2.44,ID,2023-06-22
445,blitar,-8.0983,112.1681,28.78,54,23,2.37,ID,2023-06-22
446,tyumen,57.1522,65.5272,11.05,76,0,1.0,RU,2023-06-22
447,aripuana,-9.1667,-60.6333,21.82,58,9,0.79,BR,2023-06-22
448,darwin,-12.4611,130.8418,31.61,51,75,3.09,AU,2023-06-22
449,chinde,26.8418,88.0763,21.71,84,80,1.78,NP,2023-06-22
450,malanje,-9.5402,16.341,12.51,41,55,1.31,AO,2023-06-22
451,enoch,37.7733,-113.0244,24.14,16,0,8.23,US,2023-06-22
452,barcelos,41.5388,-8.6151,19.91,85,0,1.48,PT,2023-06-22
453,dhidhdhoo,6.8833,73.1,28.59,75,100,6.88,MV,2023-06-22
454,cold lake,54.4502,-110.2017,16.97,51,75,3.6,CA,2023-06-22
455,nizhneudinsk,54.9076,99.0276,22.21,38,4,2.18,RU,2023-06-22
456,ilomantsi,62.6716,30.9328,14.83,93,100,3.05,FI,2023-06-22
457,port de pollenca,39.9075,3.0814,24.62,76,9,3.06,ES,2023-06-22
458,chamical,-30.36,-66.314,12.02,76,74,2.96,AR,2023-06-22
459,bom jesus,-9.0744,-44.3586,19.65,62,0,1.51,BR,2023-06-22
460,amos,48.5669,-78.1162,19.12,73,1,2.08,CA,2023-06-22
461,robertsport,6.7533,-11.3686,25.19,86,95,2.74,LR,2023-06-22
462,san sebastian de la gomera,28.0916,-17.1133,23.2,88,100,2.57,ES,2023-06-22
463,konarka,19.9,86.1167,27.22,69,100,3.0,IN,2023-06-22
464,pitogo,13.7847,122.0881,31.64,60,92,0.71,PH,2023-06-22
465,manaure,11.7751,-72.4445,28.51,74,10,7.64,CO,2023-06-22
466,hotan,37.0997,79.9269,30.57,13,0,4.38,CN,2023-06-22
467,porto novo,6.4965,2.6036,25.9,92,68,2.6,BJ,2023-06-22
468,sarina,-21.4333,149.2167,28.48,60,71,3.24,AU,2023-06-22
469,charlestown,-32.95,151.6667,18.95,55,0,4.02,AU,2023-06-22
470,kralendijk,12.15,-68.2667,27.99,89,14,7.2,BQ,2023-06-22
471,cururupu,-1.8283,-44.8683,22.82,96,6,0.92,BR,2023-06-22
472,prince rupert,54.3161,-130.3201,15.05,82,0,4.12,CA,2023-06-22
473,sovetskaya gavan',48.9723,140.2878,18.25,60,100,3.04,RU,2023-06-22
474,phek,25.6667,94.5,21.28,79,52,0.47,IN,2023-06-22
475,tangalle,6.024,80.7911,29.09,70,83,5.91,LK,2023-06-22
476,tarawa,1.419,172.984,30.05,79,40,2.57,KI,2023-06-22
477,longford,53.7333,-7.8,14.12,97,100,5.52,IE,2023-06-22
478,hanceville,34.0607,-86.7675,21.76,89,10,0.43,US,2023-06-22
479,kununurra,-15.7667,128.7333,29.99,39,37,4.12,AU,2023-06-22
480,oranjemund,-28.55,16.4333,13.81,60,0,2.43,NA,2023-06-22
481,mahina,-17.5065,-149.489,27.87,69,75,3.6,PF,2023-06-22
482,lazaro cardenas,17.9583,-102.2,27.52,76,15,2.82,MX,2023-06-22
483,kingston,17.997,-76.7936,29.53,80,20,5.66,JM,2023-06-22
484,butte,39.6499,-121.5677,27.01,24,0,3.09,US,2023-06-22
485,al hazm,16.1641,44.7769,26.48,15,5,0.52,YE,2023-06-22
486,maridi,4.9158,29.4742,19.08,99,100,2.32,SS,2023-06-22
487,dubbo,-32.25,148.6167,14.07,67,40,5.14,AU,2023-06-22
488,lianzhou,24.7811,112.3825,24.92,98,100,1.33,CN,2023-06-22
489,isla mujeres,21.2311,-86.731,25.65,71,100,4.79,MX,2023-06-22
490,mil'kovo,55.6078,37.7956,14.22,93,100,2.1,RU,2023-06-22
491,anta,25.15,76.3,29.26,67,100,3.48,IN,2023-06-22
492,broken hill,-31.95,141.4333,12.79,56,0,8.11,AU,2023-06-22
493,clinton,42.587,-82.9199,22.25,72,100,2.57,US,2023-06-22
494,undurkhaan,47.3194,110.6556,26.74,31,74,1.2,MN,2023-06-22
495,hasaki,35.7333,140.8333,24.05,85,100,1.86,JP,2023-06-22
496,hammerfest,70.6634,23.6821,17.25,72,1,5.66,NO,2023-06-22
497,saint-pierre,-21.3393,55.4781,19.82,73,0,3.6,RE,2023-06-22
498,bengkulu,-3.8004,102.2655,28.15,75,97,0.66,ID,2023-06-22
499,tuy hoa,13.0833,109.3,34.26,50,59,1.61,VN,2023-06-22
500,bikenibeu village,1.3673,173.1241,29.98,79,40,2.57,KI,2023-06-22
501,mount gambier,-37.8333,140.7667,12.28,68,10,2.71,AU,2023-06-22
502,ardakan,32.31,54.0175,29.65,23,5,4.09,IR,2023-06-22
503,codrington,-38.2667,141.9667,11.21,73,24,2.69,AU,2023-06-22
504,kenton,38.9501,-84.5333,20.12,75,100,2.06,US,2023-06-22
505,elverum,60.8819,11.5623,10.7,76,2,1.55,NO,2023-06-22
506,gadzhiyevo,69.2551,33.3362,14.98,62,9,3.36,RU,2023-06-22
507,makoua,0.0069,15.6333,22.29,83,85,1.48,CG,2023-06-22
508,kyabe,9.4515,18.9449,23.48,88,100,1.23,TD,2023-06-22
509,la'ie,21.6477,-157.9253,29.98,72,2,2.24,US,2023-06-22
510,pradera,3.4211,-76.2447,21.38,89,100,2.11,CO,2023-06-22
511,albertina,-22.2008,-46.6158,12.14,78,32,2.4,BR,2023-06-22
512,newman,37.3138,-121.0208,23.13,51,12,2.68,US,2023-06-22
513,tralee,52.2704,-9.7026,15.69,97,100,3.2,IE,2023-06-22
514,mao,39.8885,4.2658,23.31,78,0,7.2,ES,2023-06-22
515,alofi,-19.0595,-169.9187,24.94,69,75,3.09,NU,2023-06-22
516,gornozavodsk,58.3758,58.3211,9.0,64,100,2.6,RU,2023-06-22
517,seosan,36.7817,126.4522,25.19,64,1,2.49,KR,2023-06-22
518,pechora,65.1472,57.2244,8.53,67,100,3.41,RU,2023-06-22
519,cedeira,43.6797,-8.0209,16.88,84,1,2.31,ES,2023-06-22
520,bor,56.3567,44.0669,8.96,71,1,1.98,RU,2023-06-22
521,rongelap,11.1635,166.8941,27.98,78,100,7.22,MH,2023-06-22
522,talcahuano,-36.7167,-73.1167,13.82,100,100,4.12,CL,2023-06-22
523,georgievka,49.3314,81.5761,21.13,35,98,0.88,KZ,2023-06-22
524,fada,9.5667,8.3,18.8,95,62,0.35,NG,2023-06-22
525,arish,31.1316,33.7984,23.37,75,0,1.07,EG,2023-06-22
526,farkhar,36.5729,69.8578,29.31,26,0,2.05,AF,2023-06-22
527,paraiso,9.8383,-83.8656,19.48,98,100,0.67,CR,2023-06-22
528,saint croix,17.7397,-64.7388,27.25,74,75,6.17,VI,2023-06-22
529,puerto san jose,13.9256,-90.8244,26.86,79,100,1.01,GT,2023-06-22
530,hell-ville,-13.4,48.2667,24.36,73,72,3.51,MG,2023-06-22
531,kissing,48.3037,10.9709,18.0,79,75,6.17,DE,2023-06-22
532,charlottetown,46.2352,-63.1267,18.16,52,40,5.66,CA,2023-06-22
533,mount carmel,38.4109,-87.7614,22.05,75,100,2.46,US,2023-06-22
534,midvagur,62.0511,-7.1939,11.46,100,100,4.63,FO,2023-06-22
535,villa emilio carranza,19.9667,-96.6,27.77,79,0,3.99,MX,2023-06-22
536,chos malal,-37.3781,-70.2709,9.26,82,98,6.16,AR,2023-06-22
537,kabalo,-6.05,26.9167,22.65,58,83,1.63,CD,2023-06-22
538,bulgan,48.8125,103.5347,22.36,59,100,2.38,MN,2023-06-22
539,tamanrasset,22.785,5.5228,21.95,12,0,1.54,DZ,2023-06-22
540,murun-kuren,49.6342,100.1625,21.41,49,45,1.91,MN,2023-06-22
541,tulun,54.5611,100.5792,20.81,51,67,0.48,RU,2023-06-22
542,mpongwe,-13.5091,28.155,13.14,67,0,3.83,ZM,2023-06-22
543,newton,42.337,-71.2092,17.53,84,100,4.12,US,2023-06-22
544,kirakira,-10.4544,161.9205,28.48,78,90,4.59,SB,2023-06-22
545,romanovka,51.7443,42.7527,13.43,87,100,3.49,RU,2023-06-22
546,siwa oasis,29.2041,25.5195,23.92,56,0,2.44,EG,2023-06-22
547,chibougamau,49.9168,-74.3659,18.79,72,100,1.54,CA,2023-06-22
548,thunder bay,48.4001,-89.3168,14.99,82,20,3.09,CA,2023-06-22
549,salaya,22.3167,69.6,29.98,65,99,5.22,IN,2023-06-22
550,khetia,21.6667,74.5833,29.43,64,100,5.36,IN,2023-06-22
551,litochoro,40.1006,22.4978,19.82,74,6,0.87,GR,2023-06-22
552,tumaco,1.7986,-78.8156,25.33,87,100,4.59,CO,2023-06-22
553,brasileia,-11.0161,-68.7481,23.63,78,30,0.9,BR,2023-06-22
554,poronaysk,49.2167,143.1167,14.88,77,100,3.95,RU,2023-06-22
555,castillos,-34.1667,-53.8333,9.85,95,17,2.2,UY,2023-06-22
556,salahonda,2.1019,-78.7217,27.18,80,100,7.5,CO,2023-06-22
557,masterton,-40.9597,175.6575,16.05,96,100,4.12,NZ,2023-06-22
558,paita,-5.0892,-81.1144,22.02,79,61,6.33,PE,2023-06-22
559,lugoba,-6.45,38.3333,18.03,97,43,1.57,TZ,2023-06-22
560,chernyshevsk,52.5243,117.0174,27.47,18,97,3.55,RU,2023-06-22
561,tsiombe,-25.3,45.4833,18.59,76,91,4.51,MG,2023-06-22
562,votuporanga,-20.4228,-49.9728,17.58,49,11,2.88,BR,2023-06-22
563,berbera,10.4396,45.0143,31.31,48,2,8.73,SO,2023-06-22
564,goshen,41.5823,-85.8344,23.05,56,100,2.06,US,2023-06-22
565,'ali al gharbi,32.4633,46.6864,33.14,15,0,3.54,IQ,2023-06-22
566,santiago de cao,-7.9589,-79.2392,22.07,78,100,3.6,PE,2023-06-22
567,tucuma,-0.1833,-50.05,24.26,92,8,2.61,BR,2023-06-22
568,canatlan,24.5167,-104.7833,23.36,40,99,2.27,MX,2023-06-22
